rank,tank,origin,tag_no_y,rock_number,date,initial_tank,nutrient_treatment_tank,main_experiment_tank,turbulence,nutrient_treatment,tag_no_x,tag_colour,tag_color,origin_kelp,biofouling_removed_14_5_25,seaweed_id,rock_no,age,epibiont_sampling,blade_length_pre_experiment,blade_length_in_experiment,notes,blade_side,blade_zone,rank_of_blade_on_rock,no_young_blades_per_rock,species,bryozoan_colony_length_max,bryozoan_colony_area,hydrozoan_counts,spirobranchus_counts,swab_prior_enrichment,swab_after_ernichment_16_5
1771,,Kilchoan_young,,15,27_4_2025,7,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO15,15,young,04/06/2025,43,,,,,1,2,Membranipora,0.8,0.502654825,,,31,
1768,,Kilchoan_young,,15,12_5_2025,7,3,3,Low,C,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO15,15,young,04/06/2025,44,,,,,1,2,Membranipora,1,0.785398163,,,31,166
1769,,Kilchoan_young,,15,27_4_2025,7,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO15,15,young,04/06/2025,43,,,,,1,2,Membranipora,1,0.785398163,,,31,
1774,,Kilchoan_young,,15,12_5_2025,7,3,3,Low,C,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO15,15,young,12/06/2025,44,30,,,,1,2,,,NA,,,31,166
1775,,Kilchoan_young,,15,27_4_2025,7,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO15,15,young,12/06/2025,43,30,,,,1,2,,,NA,,,31,
1776,,Kilchoan_young,,16,12_5_2025,7,3,5,Low,C,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO16,16,young,04/06/2025,65,50,,,,1,7,Pilosa,0.7,0.2565634,,,29,177
1777,,Kilchoan_young,,16,27_4_2025,7,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO16,16,young,04/06/2025,30,50,,,,1,7,Pilosa,0.7,0.2565634,,,29,
1782,,Kilchoan_young,,16,12_5_2025,7,3,5,Low,C,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO16,16,young,04/06/2025,65,50,,,,1,7,Membranipora,0.8,0.502654825,,,29,177
1783,,Kilchoan_young,,16,27_4_2025,7,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO16,16,young,04/06/2025,30,50,,,,1,7,Membranipora,0.8,0.502654825,,,29,
1780,,Kilchoan_young,,16,12_5_2025,7,3,5,Low,C,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO16,16,young,04/06/2025,65,50,,,,1,7,Membranipora,1.2,1.130973355,,,29,177
1781,,Kilchoan_young,,16,27_4_2025,7,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO16,16,young,04/06/2025,30,50,,,,1,7,Membranipora,1.2,1.130973355,,,29,
,,,,,,,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO16,16,young,04/06/2025,65,,,,,,,Obelia,NA,NA,0.4,,,
,,,,,,,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO16,16,young,04/06/2025,30,,,,,,,Obelia,NA,NA,0.4,,,
,,,,,,,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO16,16,young,04/06/2025,65,,,,,,,Obelia,NA,NA,1,,,
,,,,,,,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO16,16,young,04/06/2025,30,,,,,,,Obelia,NA,NA,1,,,
,,,,,,,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO16,16,young,04/06/2025,65,,,,,,,Obelia,NA,NA,1,,,
,,,,,,,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO16,16,young,04/06/2025,30,,,,,,,Obelia,NA,NA,1,,,
1784,,Kilchoan_young,,16,12_5_2025,7,3,5,Low,C,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO16,16,young,12/06/2025,65,50,,,,1,7,,,NA,,4,29,177
1786,,Kilchoan_young,,16,12_5_2025,7,3,5,Low,C,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO16,16,young,12/06/2025,65,,mia,,,2,7,,,NA,,,29,177
1778,,Kilchoan_young,,16,12_5_2025,7,3,5,Low,C,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO16,16,young,04/06/2025,65,,,,,2,7,,,NA,,,29,177
1779,,Kilchoan_young,,16,27_4_2025,7,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO16,16,young,04/06/2025,30,,,,,2,7,,,NA,,,29,
,,,,,,,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO16,16,young,04/06/2025,65,,,,,,,Spirobranchus,,,,2,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Obelia,NA,NA,8,,51,136
,,,,,,,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO16,16,young,04/06/2025,30,,,,,,,Spirobranchus,,,,2,,
,,,,,,,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO16,16,young,04/06/2025,65,,,,,,,Spirobranchus,,,,2,,
,5,Adult_local,22,,12_5_2025,,7,5,Low,C,150notag,,,,,AB22,NA,old,12/06/2025,0.5,,tag detached,x,middle,NA,,Pilosa,0.6,0.188495559,,,,
,,,,,,,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO16,16,young,04/06/2025,30,,,,,,,Spirobranchus,,,,2,,
,5,Adult_local,22,,12_5_2025,,7,5,Low,C,150notag,,,,,AB22,NA,old,12/06/2025,1,,tag detached,x,middle,NA,,Pilosa,0.6,0.188495559,,,,
1785,,Kilchoan_young,,16,27_4_2025,7,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO16,16,young,12/06/2025,30,50,,,,1,7,,,NA,,4,29,
1787,,Kilchoan_young,,16,27_4_2025,7,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO16,16,young,12/06/2025,30,,mia,,,2,7,,,NA,,,29,
1788,,Kilchoan_young,,17,12_5_2025,7,1,2,High,N,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO17,17,young,04/06/2025,30,,mia,,,NA,4,,,NA,,,27,164
1789,,Kilchoan_young,,17,27_4_2025,7,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO17,17,young,04/06/2025,23,,mia,,,NA,4,,,NA,,,27,
1790,,Kilchoan_young,,17,12_5_2025,7,1,2,High,N,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO17,17,young,12/06/2025,30,15,,,,1,4,,,NA,,,27,164
1791,,Kilchoan_young,,17,27_4_2025,7,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO17,17,young,12/06/2025,23,15,,,,1,4,,,NA,,,27,
1792,,Kilchoan_young,,18,12_5_2025,6,3,3,Low,C,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO18,18,young,04/06/2025,49,52,clean,,,NA,2,,,NA,,,43,181
1793,,Kilchoan_young,,18,27_4_2025,6,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO18,18,young,04/06/2025,50,52,clean,,,NA,2,,,NA,,,43,
1794,,Kilchoan_young,,18,12_5_2025,6,3,3,Low,C,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO18,18,young,12/06/2025,49,30,1 epiphytic algae,,,NA,2,,,NA,,6,43,181
1795,,Kilchoan_young,,18,27_4_2025,6,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO18,18,young,12/06/2025,50,30,1 epiphytic algae,,,NA,2,,,NA,,6,43,
1798,,Kilchoan_young,,19,12_5_2025,6,2,2,High,P,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO19,19,young,12/06/2025,38,40,,,,1,4,Membranipora,0.3,0.070685835,,,42,173
1799,,Kilchoan_young,,19,27_4_2025,6,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO19,19,young,12/06/2025,33,40,,,,1,4,Membranipora,0.3,0.070685835,,,42,
1804,,Kilchoan_young,,19,12_5_2025,6,2,2,High,P,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO19,19,young,12/06/2025,38,20,,,,4,4,Pilosa,2.5,3.272492347,,,42,173
1805,,Kilchoan_young,,19,27_4_2025,6,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO19,19,young,12/06/2025,33,20,,,,4,4,Pilosa,2.5,3.272492347,,,42,
,,,,,,,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO19,19,young,12/06/2025,38,,,,,,,Obelia,NA,NA,5,,,
,,,,,,,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO19,19,young,12/06/2025,33,,,,,,,Obelia,NA,NA,5,,,
1800,,Kilchoan_young,,19,12_5_2025,6,2,2,High,P,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO19,19,young,12/06/2025,38,40,,,,2,4,Obelia,NA,NA,2,,42,173
1801,,Kilchoan_young,,19,27_4_2025,6,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO19,19,young,12/06/2025,33,40,,,,2,4,Obelia,NA,NA,2,,42,
1796,,Kilchoan_young,,19,12_5_2025,6,2,2,High,P,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO19,19,young,04/06/2025,38,,mia,,,NA,4,,,NA,,,42,173
1797,,Kilchoan_young,,19,27_4_2025,6,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO19,19,young,04/06/2025,33,,mia,,,NA,4,,,NA,,,42,
1802,,Kilchoan_young,,19,12_5_2025,6,2,2,High,P,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO19,19,young,12/06/2025,38,20,,,,3,4,,,NA,,4,42,173
1803,,Kilchoan_young,,19,27_4_2025,6,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO19,19,young,12/06/2025,33,20,,,,3,4,,,NA,,4,42,
1806,,Kilchoan_young,,20,12_5_2025,5,1,5,Low,N,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO20,20,young,04/06/2025,51,37,,,,1,6,Pilosa,0.4,0.083775804,,,45,167
1807,,Kilchoan_young,,20,27_4_2025,5,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO20,20,young,04/06/2025,30,37,,,,1,6,Pilosa,0.4,0.083775804,,,45,
,,,,,,,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO20,20,young,04/06/2025,51,,,,,,,Obelia,NA,NA,1,,,
,,,,,,,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO20,20,young,04/06/2025,30,,,,,,,Obelia,NA,NA,1,,,
1808,,Kilchoan_young,,20,12_5_2025,5,1,5,Low,N,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO20,20,young,12/06/2025,51,,mia,,,NA,6,,,NA,,,45,167
,5,Adult_local,22,,12_5_2025,,7,5,Low,C,150notag,,,,,AB22,NA,old,12/06/2025,0.5,,tag detached,x,middle,NA,,Pilosa,0.9,0.424115008,,,,
,,,,,,,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO20,20,young,04/06/2025,51,,,,,,,Spirobranchus,,,,2,,
,,,,,,,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO20,20,young,04/06/2025,30,,,,,,,Spirobranchus,,,,2,,
1809,,Kilchoan_young,,20,27_4_2025,5,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO20,20,young,12/06/2025,30,,mia,,,NA,6,,,NA,,,45,
1816,,Kilchoan_young,,21,12_5_2025,6,2,3,Low,P,,orange_yellow,Orange_yellow,marivate_kilchoan,1 juvenile mussel,YO21,21,young,12/06/2025,36,63,,,,1,7,Membranipora,0.3,0.070685835,,,48,174
1817,,Kilchoan_young,,21,27_4_2025,6,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO21,21,young,12/06/2025,55,63,,,,1,7,Membranipora,0.3,0.070685835,,,48,
1818,,Kilchoan_young,,21,12_5_2025,6,2,3,Low,P,,orange_yellow,Orange_yellow,marivate_kilchoan,1 juvenile mussel,YO21,21,young,12/06/2025,36,63,,,,1,7,Pilosa,1,0.523598776,,,48,174
1819,,Kilchoan_young,,21,27_4_2025,6,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO21,21,young,12/06/2025,55,63,,,,1,7,Pilosa,1,0.523598776,,,48,
1820,,Kilchoan_young,,21,12_5_2025,6,2,3,Low,P,,orange_yellow,Orange_yellow,marivate_kilchoan,1 juvenile mussel,YO21,21,young,12/06/2025,36,63,,,,1,7,Membranipora,1,0.785398163,,,48,174
1821,,Kilchoan_young,,21,27_4_2025,6,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO21,21,young,12/06/2025,55,63,,,,1,7,Membranipora,1,0.785398163,,,48,
1822,,Kilchoan_young,,21,12_5_2025,6,2,3,Low,P,,orange_yellow,Orange_yellow,marivate_kilchoan,1 juvenile mussel,YO21,21,young,12/06/2025,36,63,,,,1,7,Membranipora,1,0.785398163,,,48,174
1823,,Kilchoan_young,,21,27_4_2025,6,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO21,21,young,12/06/2025,55,63,,,,1,7,Membranipora,1,0.785398163,,,48,
1812,,Kilchoan_young,,21,12_5_2025,6,2,3,Low,P,,orange_yellow,Orange_yellow,marivate_kilchoan,1 juvenile mussel,YO21,21,young,04/06/2025,36,,,,,1,7,Membranipora,1.4,1.5393804,,,48,174
1813,,Kilchoan_young,,21,27_4_2025,6,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO21,21,young,04/06/2025,55,,,,,1,7,Membranipora,1.4,1.5393804,,,48,
1810,,Kilchoan_young,,21,12_5_2025,6,2,3,Low,P,,orange_yellow,Orange_yellow,marivate_kilchoan,1 juvenile mussel,YO21,21,young,04/06/2025,36,,,,,1,7,Membranipora,1.6,2.010619298,,,48,174
1811,,Kilchoan_young,,21,27_4_2025,6,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO21,21,young,04/06/2025,55,,,,,1,7,Membranipora,1.6,2.010619298,,,48,
1814,,Kilchoan_young,,21,12_5_2025,6,2,3,Low,P,,orange_yellow,Orange_yellow,marivate_kilchoan,1 juvenile mussel,YO21,21,young,12/06/2025,36,63,,,,1,7,Membranipora,2,3.141592654,,14,48,174
1815,,Kilchoan_young,,21,27_4_2025,6,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO21,21,young,12/06/2025,55,63,,,,1,7,Membranipora,2,3.141592654,,14,48,
1824,,Kilchoan_young,,21,12_5_2025,6,2,3,Low,P,,orange_yellow,Orange_yellow,marivate_kilchoan,1 juvenile mussel,YO21,21,young,12/06/2025,36,63,,,,1,7,Membranipora,2,3.141592654,,,48,174
1825,,Kilchoan_young,,21,27_4_2025,6,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO21,21,young,12/06/2025,55,63,,,,1,7,Membranipora,2,3.141592654,,,48,
1830,,Kilchoan_young,,22,12_5_2025,6,3,4,High,C,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO22,22,young,04/06/2025,39,,,,,2,15,Membranipora,0.2,0.031415927,,,48,182
1831,,Kilchoan_young,,22,27_4_2025,6,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO22,22,young,04/06/2025,58,,,,,2,15,Membranipora,0.2,0.031415927,,,48,
1832,,Kilchoan_young,,22,12_5_2025,6,3,4,High,C,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO22,22,young,04/06/2025,39,,,,,2,15,Membranipora,0.2,0.031415927,,,48,182
1833,,Kilchoan_young,,22,27_4_2025,6,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO22,22,young,04/06/2025,58,,,,,2,15,Membranipora,0.2,0.031415927,,,48,
1838,,Kilchoan_young,,22,12_5_2025,6,3,4,High,C,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO22,22,young,04/06/2025,39,,,,,4,15,Membranipora,0.3,0.070685835,,,48,182
1839,,Kilchoan_young,,22,27_4_2025,6,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO22,22,young,04/06/2025,58,,,,,4,15,Membranipora,0.3,0.070685835,,,48,
1840,,Kilchoan_young,,22,12_5_2025,6,3,4,High,C,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO22,22,young,04/06/2025,39,,,,,6,15,Membranipora,0.3,0.070685835,,,48,182
1841,,Kilchoan_young,,22,27_4_2025,6,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO22,22,young,04/06/2025,58,,,,,6,15,Membranipora,0.3,0.070685835,,,48,
1842,,Kilchoan_young,,22,12_5_2025,6,3,4,High,C,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO22,22,young,04/06/2025,39,,,,,6,15,Membranipora,0.3,0.070685835,,,48,182
1843,,Kilchoan_young,,22,27_4_2025,6,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO22,22,young,04/06/2025,58,,,,,6,15,Membranipora,0.3,0.070685835,,,48,
1834,,Kilchoan_young,,22,12_5_2025,6,3,4,High,C,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO22,22,young,04/06/2025,39,,,,,3,15,Membranipora,0.5,0.196349541,,,48,182
1835,,Kilchoan_young,,22,27_4_2025,6,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO22,22,young,04/06/2025,58,,,,,3,15,Membranipora,0.5,0.196349541,,,48,
1836,,Kilchoan_young,,22,12_5_2025,6,3,4,High,C,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO22,22,young,04/06/2025,39,,,,,3,15,Membranipora,0.5,0.196349541,,,48,182
1837,,Kilchoan_young,,22,27_4_2025,6,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO22,22,young,04/06/2025,58,,,,,3,15,Membranipora,0.5,0.196349541,,,48,
1844,,Kilchoan_young,,22,12_5_2025,6,3,4,High,C,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO22,22,young,04/06/2025,39,,,,,8,15,Membranipora,1,0.785398163,,,48,182
1845,,Kilchoan_young,,22,27_4_2025,6,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO22,22,young,04/06/2025,58,,,,,8,15,Membranipora,1,0.785398163,,,48,
1860,,Kilchoan_young,,22,12_5_2025,6,3,4,High,C,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO22,22,young,04/06/2025,39,,,,,8,15,Membranipora,1,0.785398163,,,48,182
1861,,Kilchoan_young,,22,27_4_2025,6,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO22,22,young,04/06/2025,58,,,,,8,15,Membranipora,1,0.785398163,,,48,
1852,,Kilchoan_young,,22,12_5_2025,6,3,4,High,C,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO22,22,young,04/06/2025,39,,,,,8,15,Membranipora,1.2,1.130973355,,,48,182
1853,,Kilchoan_young,,22,27_4_2025,6,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO22,22,young,04/06/2025,58,,,,,8,15,Membranipora,1.2,1.130973355,,,48,
1862,,Kilchoan_young,,22,12_5_2025,6,3,4,High,C,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO22,22,young,12/06/2025,39,27,,,,4,15,Membranipora,1.2,1.130973355,,,48,182
1863,,Kilchoan_young,,22,27_4_2025,6,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO22,22,young,12/06/2025,58,27,,,,4,15,Membranipora,1.2,1.130973355,,,48,
1854,,Kilchoan_young,,22,12_5_2025,6,3,4,High,C,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO22,22,young,12/06/2025,39,30,,,,5,15,Obelia,NA,NA,3,1,48,182
1855,,Kilchoan_young,,22,27_4_2025,6,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO22,22,young,12/06/2025,58,30,,,,5,15,Obelia,NA,NA,3,1,48,
1826,,Kilchoan_young,,22,12_5_2025,6,3,4,High,C,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO22,22,young,04/06/2025,39,50,,,,1,15,,,NA,,,48,182
1827,,Kilchoan_young,,22,27_4_2025,6,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO22,22,young,04/06/2025,58,50,,,,1,15,,,NA,,,48,
1828,,Kilchoan_young,,22,12_5_2025,6,3,4,High,C,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO22,22,young,04/06/2025,39,,,,,7,15,,,NA,,2,48,182
1829,,Kilchoan_young,,22,27_4_2025,6,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO22,22,young,04/06/2025,58,,,,,7,15,,,NA,,2,48,
1846,,Kilchoan_young,,22,12_5_2025,6,3,4,High,C,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO22,22,young,12/06/2025,39,66,,,,1,15,,,NA,,2,48,182
1847,,Kilchoan_young,,22,27_4_2025,6,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO22,22,young,12/06/2025,58,66,,,,1,15,,,NA,,2,48,
1848,,Kilchoan_young,,22,12_5_2025,6,3,4,High,C,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO22,22,young,12/06/2025,39,42,,,,2,15,,,NA,,1,48,182
1849,,Kilchoan_young,,22,27_4_2025,6,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO22,22,young,12/06/2025,58,42,,,,2,15,,,NA,,1,48,
1850,,Kilchoan_young,,22,12_5_2025,6,3,4,High,C,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO22,22,young,12/06/2025,39,28,,,,3,15,,,NA,,,48,182
1851,,Kilchoan_young,,22,27_4_2025,6,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO22,22,young,12/06/2025,58,28,,,,3,15,,,NA,,,48,
1856,,Kilchoan_young,,22,12_5_2025,6,3,4,High,C,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO22,22,young,12/06/2025,39,33,,,,6,15,,,NA,,1,48,182
1857,,Kilchoan_young,,22,27_4_2025,6,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO22,22,young,12/06/2025,58,33,,,,6,15,,,NA,,1,48,
1858,,Kilchoan_young,,22,12_5_2025,6,3,4,High,C,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO22,22,young,12/06/2025,39,52,,,,7,15,,,NA,,,48,182
1859,,Kilchoan_young,,22,27_4_2025,6,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO22,22,young,12/06/2025,58,52,,,,7,15,,,NA,,,48,
1866,,Kilchoan_young,,23,12_5_2025,5,3,2,High,C,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO23,23,young,12/06/2025,39,32,,,,1,3,Obelia,NA,NA,12,6,76,176
1867,,Kilchoan_young,,23,27_4_2025,5,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO23,23,young,12/06/2025,37,32,,,,1,3,Obelia,NA,NA,12,6,76,
1864,,Kilchoan_young,,23,12_5_2025,5,3,2,High,C,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO23,23,young,04/06/2025,39,,mia,,,NA,3,,,NA,,,76,176
1865,,Kilchoan_young,,23,27_4_2025,5,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO23,23,young,04/06/2025,37,,mia,,,NA,3,,,NA,,,76,
1868,,Kilchoan_young,,23,12_5_2025,5,3,2,High,C,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO23,23,young,12/06/2025,39,32,,,,1,3,,,NA,,,76,176
1869,,Kilchoan_young,,23,27_4_2025,5,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO23,23,young,12/06/2025,37,32,,,,1,3,,,NA,,,76,
1870,,Kilchoan_young,,23,12_5_2025,5,3,2,High,C,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO23,23,young,12/06/2025,39,32,,,,1,3,,,NA,,,76,176
1871,,Kilchoan_young,,23,27_4_2025,5,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO23,23,young,12/06/2025,37,32,,,,1,3,,,NA,,,76,
1872,,Kilchoan_young,,24,12_5_2025,,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,fallen bottom of tank,YO24,24,young,04/06/2025,,,mia,,,NA,5,,,NA,,,,
1873,,Kilchoan_young,,24,27_4_2025,,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,fallen bottom of tank,YO24,24,young,04/06/2025,25,,mia,,,NA,5,,,NA,,,,
1876,,Kilchoan_young,,25,12_5_2025,6,1,2,High,N,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO25,25,young,12/06/2025,60,80,,,,1,8,Pilosa,1,0.523598776,,1,44,161
1877,,Kilchoan_young,,25,27_4_2025,6,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,was small and extra so discarted,YO25,25,young,12/06/2025,28,80,,,,1,8,Pilosa,1,0.523598776,,1,44,
1878,,Kilchoan_young,,25,12_5_2025,6,1,2,High,N,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO25,25,young,12/06/2025,60,50,,,,2,8,Obelia,NA,NA,2,,44,161
1879,,Kilchoan_young,,25,27_4_2025,6,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,was small and extra so discarted,YO25,25,young,12/06/2025,28,50,,,,2,8,Obelia,NA,NA,2,,44,
1874,,Kilchoan_young,,25,12_5_2025,6,1,2,High,N,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO25,25,young,04/06/2025,60,,mia,,,NA,8,,,NA,,,44,161
1875,,Kilchoan_young,,25,27_4_2025,6,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,was small and extra so discarted,YO25,25,young,04/06/2025,28,,mia,,,NA,8,,,NA,,,44,
1880,,Kilchoan_young,,25,12_5_2025,6,1,2,High,N,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO25,25,young,12/06/2025,60,40,,,,3,8,,,NA,,,44,161
1881,,Kilchoan_young,,25,27_4_2025,6,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,was small and extra so discarted,YO25,25,young,12/06/2025,28,40,,,,3,8,,,NA,,,44,
,5,Adult_local,22,,12_5_2025,,7,5,Low,C,150notag,,,,,AB22,NA,old,12/06/2025,,,tag detached,x,middle,NA,,Pilosa,0.9,0.424115008,,,,
,5,Adult_local,22,,12_5_2025,,7,5,Low,C,150notag,,,,,AB22,NA,old,12/06/2025,0.5,,tag detached,x,tip,NA,,Pilosa,1.2,0.753982237,,,,
,5,Adult_local,22,,12_5_2025,,7,5,Low,C,150notag,,,,,AB22,NA,old,12/06/2025,0.5,,tag detached,x,tip,NA,,Pilosa,1,0.523598776,,,,
,5,Adult_local,22,,12_5_2025,,7,5,Low,C,150notag,,,,,AB22,NA,old,12/06/2025,,,tag detached,x,tip,NA,,Pilosa,1,0.523598776,,,,
,5,Adult_local,22,,12_5_2025,,7,5,Low,C,150notag,,,,,AB22,NA,old,12/06/2025,0.5,,tag detached,x,tip,NA,,Pilosa,1.2,0.753982237,,,,
,5,Adult_local,22,,12_5_2025,,7,5,Low,C,150notag,,,,,AB22,NA,old,12/06/2025,0.5,,tag detached,y,base,NA,,Pilosa,1.2,0.753982237,,1,,
,5,Adult_local,22,,12_5_2025,,7,5,Low,C,150notag,,,,,AB22,NA,old,12/06/2025,0.5,,tag detached,y,base,NA,,Pilosa,0.5,0.130899694,,,,
,5,Adult_local,22,,12_5_2025,,7,5,Low,C,150notag,,,,,AB22,NA,old,12/06/2025,0.5,,tag detached,y,middle,NA,,Membranipora,0.3,0.070685835,,2,,
,5,Adult_local,22,,12_5_2025,,7,5,Low,C,150notag,,,,,AB22,NA,old,12/06/2025,,,tag detached,y,middle,NA,,Membranipora,0.3,0.070685835,,2,,
